title,item_id,model_id,site,link_online_date,sku_online_date,l2,l3,l4,img,link,price_calc,price_front,ado_61_90,ado_31_60,ado_30,ado_7_14,ado_7
【每包25个】一次性勺子/叉子/勺叉餐具，可重复使用勺子 kutsara 勺子和叉子,52863620552,321222574579,PH,2026-07-08,2026-07-17,派对用品,一次性餐具,,https://cf.shopee.ph/file/ph-11134207-820lc-mqen7raowfsw7d,http://shopee.ph/product/1302321365/52863620552,-13.1,1.29,,,6.83,7.0,10.33
带盖铰链式酱料杯，可微波加热，容量可选1/2/3/4盎司，环保型，一次性使用。,52313497005,326168542084,PH,2026-07-06,2026-07-06,派对用品,一次性餐具,,https://cf.shopee.ph/file/ph-11134207-820le-mqbz2vmq2z2mef,http://shopee.ph/product/1879419413/52313497005,-12.55,1.39,,,2.87,0.71,9.19
10/20/30 和 50 个亚克力管套装，8 厘米，适用于派对礼品。,58264665951,229446890834,BR,2026-07-21,2026-07-21,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-820m0-mqwnnv8hyfidf0,http://shopee.com.br/product/1690147505/58264665951,-18.3,2.35,,,9.93,8.5,31.8
5个个性化派对礼品箱/手提袋，适用于各种主题，儿童生日派对，可作背包/午餐盒,23697976593,159793464250,BR,2024-10-18,2026-07-09,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-7r98o-m1hma698od1k88,http://shopee.com.br/product/345657812/23697976593,31.43,13.49,1.14,1.39,2.21,1.0,2.14
Agar.Shop 闪亮生日快乐女孩派对绶带，带别针，生日女王绶带,20083794550,386147956127,PH,2023-09-05,2026-07-02,派对用品,腰带,,https://cf.shopee.ph/file/ph-11134207-820le-mq630eyibbb635,http://shopee.ph/product/35340243/20083794550,-3.06,0.64,2.38,2.36,2.4,2.66,2.9
【SpendWithJoy】马来西亚国旗 马来西亚州旗 独立日旗帜 促销 2x4英尺 3x6英尺 2x8英尺,25495381063,366319130897,MY,2025-05-31,2026-08-04,派对用品,背景幕布和横幅,,https://cf.shopee.com.my/file/sg-11134201-82587-mrh5qeq67cav26,http://shopee.com.my/product/401702825/25495381063,-3.71,0.93,,0.01,4.0,3.58,9.24
[SIRIM] Ginic® LED筒灯 | 4英寸/6英寸/8英寸 | 12瓦/18瓦/24瓦 | 嵌入式LED吸顶灯,20479647018,331273424754,MY,2023-05-10,2026-07-25,灯具,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,https://cf.shopee.com.my/file/my-11134207-820l5-mrfjayju3a4hb0,http://shopee.com.my/product/62599503/20479647018,-3.81,3.3,3.15,4.48,3.74,3.75,4.98
5/10/25个心形气球套装，10英寸（22厘米），适用于派对装饰、生日，多种颜色可选,58263700091,239446909732,BR,2026-07-04,2026-07-22,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820lq-mq98lwuj3ncw7c,http://shopee.com.br/product/1800875490/58263700091,-8.97,3.34,,0.04,22.93,17.15,25.37
50/100/200/300/400个迷你衣夹/迷你木制衣夹照片展示套装,58207255113,219192263426,BR,2026-03-20,2026-07-24,派对用品,木制夹子,,https://cf.shopee.com.br/file/br-11134201-820lo-mqylac8v4f0k48,http://shopee.com.br/product/419088855/58207255113,-15.4,2.03,0.68,1.02,9.79,9.25,28.96
20/40/50/60/80厘米超薄LED橱柜感应灯，3种颜色，2种模式，可充电，BOMSTORE,58263644804,149793377558,BR,2026-07-04,2026-07-04,灯具,室内移动照明,感应灯/磁吸灯/粘贴灯/橱柜灯/衣柜灯/走廊灯,https://cf.shopee.com.br/file/sg-11134201-825aw-mq7yeazuyku996,http://shopee.com.br/product/1374288201/58263644804,-10.77,6.13,,,3.46,3.17,5.14
太阳能射灯，带 8 个 LED 灯，适用于花园装饰，AAATOP 品牌，银色。,58213414754,209191192610,BR,2026-06-30,2026-06-30,灯具,太阳能灯,太阳能装饰灯,https://cf.shopee.com.br/file/sg-11134201-8258t-mq3fs5wg1mgwe6,http://shopee.com.br/product/1809924752/58213414754,-37.48,7.71,,0.11,4.34,4.08,8.57
V2 为各种电商海报广告图片定制设计 **任何风格**,44181886157,149369650631,PH,2026-06-21,2026-07-28,其他,,,https://cf.shopee.ph/file/ph-11134207-820lg-mr7675fw1qfa80,http://shopee.ph/product/1786660399/44181886157,3.95,4.88,,1.33,6.82,0.17,15.57
粉色系兔子和猫咪生日气球组合，适合女孩 - 家居派对装饰气球套装,26562141868,292766322388,VN,2024-09-23,2026-07-08,派对用品,气球,,https://cf.shopee.vn/file/vn-11134207-7ras8-m0igtw7q5imn4f,http://shopee.vn/product/203500372/26562141868,10.79,4.98,5.7,6.35,7.84,9.42,9.54
定制Logo糖果 | 客户礼品 | 企业赠品,22993482564,421263816083,BR,2024-10-21,2026-07-24,派对用品,牌,,https://cf.shopee.com.br/file/br-11134207-820lz-mr0c3xilep6s47,http://shopee.com.br/product/390805742/22993482564,32.94,11.27,1.89,1.15,3.11,3.5,4.57
桌面派对背景幕布 - 父亲节快乐 - 升华印花面料，带松紧带包边 - 50x50厘米,58213591286,199191329161,BR,2026-07-03,2026-07-03,派对用品,背景幕布和横幅,,https://cf.shopee.com.br/file/br-11134207-820lh-mq6jshymipkxc9,http://shopee.com.br/product/1842471611/58213591286,-14.7,3.85,,,3.61,1.33,12.43
饮品菜单标牌套装 #1。适用于商店和咖啡馆的海报标牌，各种尺寸，覆膜。,41473796874,431204523856,TH,2025-10-12,2026-07-14,派对用品,背景幕布和横幅,,https://cf.shopee.co.th/file/th-11134207-81zto-mqmhyq7az9c231,http://shopee.co.th/product/28701341/41473796874,1.54,2.37,11.0,20.42,11.99,9.8,13.1
50个装镀铬金属气球，10英寸 - 派对和生日装饰,18198334515,199623808586,BR,2025-08-25,2026-07-03,派对用品,气球,,https://cf.shopee.com.br/file/sg-11134201-825au-mq7ssndnt7v280,http://shopee.com.br/product/384412325/18198334515,-8.06,3.56,0.62,1.36,6.96,5.08,6.12
【500张装】防溢纸，适用于咖啡、奶茶和外带饮品 - 防漏奶茶杯内衬纸,42359572138,446171936464,VN,2025-07-23,2026-07-07,派对用品,一次性餐具,,https://cf.shopee.vn/file/vn-11134207-81ztc-mracj53ixa8115,http://shopee.vn/product/417835872/42359572138,-4.97,2.85,0.25,3.68,20.12,21.42,31.43
V2 为各种电商海报广告图片定制设计 **任何风格**,44181886157,138480383081,PH,2026-06-21,2026-07-28,其他,,,https://cf.shopee.ph/file/ph-11134207-820lg-mr7675fw1qfa80,http://shopee.ph/product/1786660399/44181886157,4.14,4.88,,1.33,6.82,0.17,15.57
自动感应LED灯带，3种颜色，USB充电，自带背胶，安装简便，非常适合衣柜、厨房和卧室使用。,49660742190,346265445348,TH,2026-05-18,2026-07-24,灯具,装饰氛围灯,灯串/灯带/窗帘灯/装饰灯/舞台灯,https://cf.shopee.co.th/file/th-11134207-81ztf-mr11lqbykop8c6,http://shopee.co.th/product/1684561845/49660742190,-3.72,2.7,,0.19,4.24,5.08,7.94
太阳能栀子花灯，户外防水LED景观灯，适用于圣诞节、草坪、万圣节、墓地等场合。,25688176939,346230412174,PH,2024-11-10,2026-07-19,灯具,太阳能灯,太阳能装饰灯,https://cf.shopee.ph/file/cn-11134207-820l4-mqued487e1vka9,http://shopee.ph/product/1090679263/25688176939,6.54,4.33,14.95,25.74,14.32,13.26,14.32
3D 5x5 AI吉祥物贴花，可个性化定制，适用于亚克力盒和锡制派对礼品。,58209148644,159793394915,BR,2026-04-18,2026-07-06,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134201-820ln-mqyinwy7cr9i37,http://shopee.com.br/product/366286506/58209148644,-14.41,3.46,0.82,2.13,3.83,3.33,3.86
两盏15瓦LED蚊帐灯，220伏或110伏,28291604254,351132328771,BR,2025-09-17,2026-06-29,灯具,功能灯,功能灯,https://cf.shopee.com.br/file/br-11134207-820m3-mq1tihw9oagz95,http://shopee.com.br/product/630468467/28291604254,-31.85,8.89,0.18,0.78,4.5,1.17,15.14
一次性水晶甜点叉（50支装）,49863240601,446144463542,BR,2026-07-02,2026-07-02,派对用品,一次性餐具,,https://cf.shopee.com.br/file/br-11134207-820lw-mpsq35zl0ge8a9,http://shopee.com.br/product/1157402308/49863240601,-38.71,2.12,,0.11,2.84,1.83,7.64
[SIRIM] Ginic® LED筒灯 | 4英寸/6英寸/8英寸 | 12瓦/18瓦/24瓦 | 嵌入式LED吸顶灯,20479647018,331273424755,MY,2023-05-10,2026-07-25,灯具,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,https://cf.shopee.com.my/file/my-11134207-820l5-mrfjayju3a4hb0,http://shopee.com.my/product/62599503/20479647018,-3.91,3.3,3.15,4.48,3.74,3.75,4.98
木制展示架，可用于展示香水、化妆品、珠宝、糖果和派对装饰品,23599552882,149793388655,BR,2026-07-05,2026-07-05,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-820mb-mqabvaosgcn768,http://shopee.com.br/product/225023451/23599552882,6.38,7.89,,,4.38,5.33,7.64
5/10/25个金属心形气球套装，5英寸（12厘米）蛋糕装饰，派对装饰，中心摆件,58213680087,169729151270,BR,2026-07-04,2026-07-04,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820l7-mq80sml1c0she9,http://shopee.com.br/product/1800875490/58213680087,-11.18,2.35,,0.04,14.64,20.68,25.4
微波炉适用一次性塑料容器 | 500/650/750/1000毫升，黑色和透明【10个/30个装】,48613937679,371202307974,PH,2026-07-13,2026-07-13,派对用品,一次性餐具,,https://cf.shopee.ph/file/ph-11134207-820lf-mpho9t3yq68d78,http://shopee.ph/product/1834102620/48613937679,-12.91,1.31,,,2.01,1.25,5.69
5/10/20/50 个 24 英寸（60 厘米）水晶泡泡气球套装，适用于派对和活动装饰,58214118463,199191665996,BR,2026-07-13,2026-07-13,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820lq-mqkwg1lteeww69,http://shopee.com.br/product/481485318/58214118463,4.31,5.73,,,7.18,10.83,16.71
60W/50W LED应急灯，双电压 - 无电可持续照明6小时，便携式，可充电,58263614242,229445851005,BR,2026-07-03,2026-07-03,灯具,户外出行灯,头灯/手电筒/电棒灯/便携灯/露营灯/应急灯,https://cf.shopee.com.br/file/br-11134207-820lh-mq7agtseoi6967,http://shopee.com.br/product/1580145778/58263614242,-38.49,7.31,,0.04,3.38,1.17,3.71
10/20/30 和 50 个亚克力管套装，8 厘米，适用于派对礼品。,58264665951,219192084842,BR,2026-07-21,2026-07-21,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-820mb-mqwnnv8hx0xx4c,http://shopee.com.br/product/1690147505/58264665951,-5.59,4.99,,,9.93,8.5,31.8
20/40/50/60/80厘米超薄LED橱柜感应灯，3种颜色，2种模式，可充电，BOMSTORE,58263644804,149793377557,BR,2026-07-04,2026-07-04,灯具,室内移动照明,感应灯/磁吸灯/粘贴灯/橱柜灯/衣柜灯/走廊灯,https://cf.shopee.com.br/file/sg-11134201-82593-mq7yeb1f3w1s88,http://shopee.com.br/product/1374288201/58263644804,-21.07,4.35,,,3.46,3.17,5.14
AIMO 半圆形 LED 灯管，白光，1.2米/0.6米 – 40瓦/60瓦/80瓦 – 美观节能,44504986053,411296918606,VN,2026-01-20,2026-07-30,灯具,灯泡/灯管,灯泡/灯管,https://cf.shopee.vn/file/vn-11134207-81ztc-mr9uis3higas8c,http://shopee.vn/product/1612092813/44504986053,13.45,8.6,6.73,13.0,11.64,8.14,8.36
自动感应LED灯带，3种颜色，USB充电，自带背胶，安装简便，非常适合衣柜、厨房和卧室使用。,49660742190,346265445347,TH,2026-05-18,2026-07-24,灯具,装饰氛围灯,灯串/灯带/窗帘灯/装饰灯/舞台灯,https://cf.shopee.co.th/file/th-11134207-81ztk-mr11md1y9ekn61,http://shopee.co.th/product/1684561845/49660742190,4.33,4.92,,0.19,4.24,5.08,7.94
带盖铰链式酱料杯，可微波加热，容量可选1/2/3/4盎司，环保型，一次性使用。,52313497005,326168542085,PH,2026-07-06,2026-07-06,派对用品,一次性餐具,,https://cf.shopee.ph/file/ph-11134207-820le-mqbz2vmq2z2mef,http://shopee.ph/product/1879419413/52313497005,-6.38,2.69,,,2.87,0.71,9.19
饮品菜单标牌套装#1（带白色圆圈）。适用于商店和咖啡馆的覆膜海报标牌。,53906550819,326204559377,TH,2026-02-28,2026-07-14,派对用品,背景幕布和横幅,,https://cf.shopee.co.th/file/th-11134207-81ztl-mqmiumb9kao09a,http://shopee.co.th/product/28701341/53906550819,1.64,2.37,3.83,8.56,5.57,4.07,5.51
迷你纽扣电池串灯，铜线微型LED灯串，适用于礼盒、蛋糕等DIY工艺品,50364765237,426268377253,PH,2026-07-24,2026-07-24,灯具,装饰氛围灯,灯串/灯带/窗帘灯/装饰灯/舞台灯,https://cf.shopee.ph/file/ph-11134207-820ld-mr1fttigpt6s5e,http://shopee.ph/product/1888842298/50364765237,-9.48,0.16,,,2.25,,9.0
1 x 2 Meter Rain Foil Curtain for Party Wall Decoration Backdrops Banners Hiasan Belon Tirai Hiasan Dinding 派对布置背景 背景设计,40132116718,311130195500,MY,2026-06-29,2026-06-29,派对用品,背景幕布和横幅,,https://cf.shopee.com.my/file/my-11134207-820lh-mq1kukrd13bg83,http://shopee.com.my/product/1063909647/40132116718,-1.63,0.48,,0.19,4.47,2.9,7.78
自动感应LED灯带，3种颜色，USB充电，自带背胶，安装简便，非常适合衣柜、厨房和卧室使用。,49660742190,346265445349,TH,2026-05-18,2026-07-24,灯具,装饰氛围灯,灯串/灯带/窗帘灯/装饰灯/舞台灯,https://cf.shopee.co.th/file/th-11134207-81ztf-mr11lqbykop8c6,http://shopee.co.th/product/1684561845/49660742190,-2.26,3.12,,0.19,4.24,5.08,7.94
浅粉色和香槟色豪华气球套装，108 个 LL-1588。适用于主题派对和特殊庆典的多功能装饰。,58263771428,109874685211,BR,2026-07-07,2026-07-20,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820m8-mqvywsrg6w3r6e,http://shopee.com.br/product/1692493049/58263771428,12.49,7.61,,,4.89,5.67,10.86
星空投影仪 5/10/12/17 件套，星空投影灯，360° 旋转，图案可变，USB 接口。,49713185292,311141394687,TH,2026-07-01,2026-07-01,灯具,装饰氛围灯,灯串/灯带/窗帘灯/装饰灯/舞台灯,https://cf.shopee.co.th/file/sg-11134201-82587-mq4ijoq4oow25c,http://shopee.co.th/product/1571488104/49713185292,-0.19,3.87,,0.04,2.55,2.08,3.0
触摸式LED台灯，无线，便携，可调光，3种颜色,54863572802,346175271417,BR,2026-07-08,2026-07-08,灯具,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,https://cf.shopee.com.br/file/sg-11134201-8259v-mqdweqkb8mpt2e,http://shopee.com.br/product/1200897082/54863572802,-39.95,6.96,,,3.21,4.5,6.57
金属心形气球，蓝色，24厘米，爸爸，我爱你，父亲节快乐，我的英雄，生日装饰,23499518176,228808335511,BR,2026-07-07,2026-07-07,派对用品,气球,,https://cf.shopee.com.br/file/sg-11134201-8258s-mqc8br4u77k2ad,http://shopee.com.br/product/1760775189/23499518176,-14.96,1.78,,,11.83,13.0,29.02
50-400个巴西巧克力小汽车模具，4瓣花瓣，儿童派对生日蛋糕，尺寸3.5x3.5x2.5英寸，大型专业款,7753835605,446289982113,BR,2020-09-22,2026-07-29,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-820lx-mr85la0t6vwne9,http://shopee.com.br/product/290461822/7753835605,-14.0,3.36,0.54,0.59,2.89,3.0,7.0
定制横幅 80x120厘米 - 照片分辨率,58212179690,199623623981,BR,2026-06-10,2026-06-30,派对用品,背景幕布和横幅,,https://cf.shopee.com.br/file/br-11134207-820mb-mq2b9gylrs3m32,http://shopee.com.br/product/1638927302/58212179690,-7.9,5.34,,0.15,6.11,7.75,14.93
50-400 个侏罗纪恐龙宝宝纸杯蛋糕衬垫，4 片花瓣，个性化派对礼品，生日礼品，巴西巧克力软糖球 (Brigadeiros)。,4654231702,346269624877,BR,2020-09-24,2026-07-24,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-820lb-mr1mm1t7kbuv2b,http://shopee.com.br/product/290461822/4654231702,-20.34,2.17,0.89,0.81,3.75,4.67,8.57
5/10/20/50 个 24 英寸（60 厘米）水晶泡泡气球套装，适用于派对和活动装饰,58214118463,199191665990,BR,2026-07-13,2026-07-13,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820lw-mqkwg1ltfthcc2,http://shopee.com.br/product/481485318/58214118463,3.17,5.14,,,7.18,10.83,16.71
[10/20个装] 1/2/3米 LED灯串 派对装饰灯 防水户外灯串 节日装饰,53110546773,431242485620,PH,2026-05-15,2026-07-21,灯具,装饰氛围灯,灯串/灯带/窗帘灯/装饰灯/舞台灯,https://cf.shopee.ph/file/sg-11134201-822z4-mo9diajrqarp33,http://shopee.ph/product/1516873881/53110546773,-8.22,2.74,0.13,0.17,6.19,2.89,5.48
东姑阿都拉曼旗帜 / 独立日装饰 / 学校独立日装饰 / 国庆日 / 历史 / 爱国主义 BBM,52662740832,331126486110,MY,2026-06-24,2026-06-28,派对用品,背景幕布和横幅,,https://cf.shopee.com.my/file/sg-11134201-824g5-mpux5gn0z6kr29,http://shopee.com.my/product/1075588944/52662740832,8.67,4.13,,0.15,6.51,7.92,14.1
COB LED灯条，3000K、4000K、6000K，5米，8毫米，320颗LED灯珠，12V，IP20，适用于型材。,58264755929,149793845383,BR,2026-07-22,2026-07-22,灯具,装饰氛围灯,灯串/灯带/窗帘灯/装饰灯/舞台灯,https://cf.shopee.com.br/file/br-11134207-820ma-mqy8a7kqmcqvdd,http://shopee.com.br/product/1726837783/58264755929,-41.95,6.5,,,2.12,3.67,5.36
100条一次性防水纸质腕带，彩色手环，身份识别腕带，适用于派对、活动,44703596369,366301783946,MY,2025-12-24,2026-07-31,派对用品,其他的,,https://cf.shopee.com.my/file/my-11134207-820ld-mrba7d8xnawx8b,http://shopee.com.my/product/1529285799/44703596369,14.92,5.43,3.5,3.07,3.99,2.25,5.71
父亲节派对背景幕布套，圆形背景幕布，圆形派对背景幕布，升华印花面料,58214621187,219624491425,BR,2026-07-20,2026-07-20,派对用品,背景幕布和横幅,,https://cf.shopee.com.br/file/br-11134207-820m7-mqgkz3r57x1e16,http://shopee.com.br/product/283126794/58214621187,-22.53,3.95,,,6.25,2.5,22.86
TBF 2026年独立日海报 | 高级PVC防水教育海报 | 马来西亚爱国主义墙饰,28488329751,341206422406,MY,2025-07-04,2026-07-14,派对用品,背景幕布和横幅,,https://cf.shopee.com.my/file/my-11134207-820l9-mqn1kc6w37d772,http://shopee.com.my/product/344284946/28488329751,-1.12,1.58,,0.02,3.25,4.15,8.94
太阳能射灯，带 8 个 LED 灯，适用于花园装饰，AAATOP 品牌，银色。,58213414754,209191192608,BR,2026-06-30,2026-06-30,灯具,太阳能灯,太阳能装饰灯,https://cf.shopee.com.br/file/sg-11134201-82594-mq3fs62knlds78,http://shopee.com.br/product/1809924752/58213414754,-57.53,3.16,,0.11,4.34,4.08,8.57
韩版潮流横幅气球套装，男女童皆宜 - 新款设计 - Miu Party,51311776698,381134495868,VN,2026-06-06,2026-06-30,派对用品,气球,,https://cf.shopee.vn/file/vn-11134207-81ztc-mq2v8muz7ksh5c,http://shopee.vn/product/807475139/51311776698,12.79,5.52,,6.36,27.86,30.76,32.9
5个封装气球套装 - 1个18英寸泡泡气球 + 1个16英寸气球,22594819679,149793399089,BR,2026-01-15,2026-07-06,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820mh-mqax79icsyyqd6,http://shopee.com.br/product/1032217049/22594819679,3.85,5.12,9.52,15.85,44.42,40.83,54.95
【批量购买可享折扣】1厘米宽，1.9米长的仿毛皮绳，用于制作中秋节灯笼。,45557684585,406166048458,VN,2026-03-25,2026-07-06,其他,,,https://cf.shopee.vn/file/vn-11134207-81ztc-mqbia9lm54i60a,http://shopee.vn/product/602502085/45557684585,-11.17,0.35,0.29,2.51,4.38,5.0,5.06
【批量购买可享折扣】1厘米宽，1.9米长的仿毛皮绳，用于制作中秋节灯笼。,45557684585,307847586846,VN,2026-03-25,2026-08-04,其他,,,https://cf.shopee.vn/file/vn-11134207-81ztc-mrgwkiav1erq0a,http://shopee.vn/product/602502085/45557684585,-11.16,0.35,0.29,2.51,4.38,5.0,5.06
100个牛皮纸沙拉碗，长方形，带塑料盖，食品级一次性外卖容器,49363706688,391183536146,PH,2026-07-09,2026-07-09,派对用品,一次性餐具,,https://cf.shopee.ph/file/ph-11134207-820le-mqfz6e6w9e6med,http://shopee.ph/product/1866005083/49363706688,20.74,8.98,,,2.16,3.42,3.55
父亲节蛋糕装饰 | 爸爸生日 | 与孩子们一起,58213731559,139841237444,BR,2026-07-05,2026-07-23,派对用品,背景幕布和横幅,,https://cf.shopee.com.br/file/br-11134207-820lv-mr058v420d1g49,http://shopee.com.br/product/1877829037/58213731559,-20.8,2.87,,,5.36,6.33,15.57
一套25个心形气球，10英寸（22厘米），适用于派对装饰、生日，多种颜色可选,58213698339,209191394095,BR,2026-07-04,2026-07-04,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820lg-mq98lwuce0w1a3,http://shopee.com.br/product/1800875490/58213698339,1.05,4.72,,,6.35,10.12,11.87
派对装饰套装：1 个蛋糕架（22 厘米）+ 3 个迷你糖果架 + 2 个甜点桌托盘。,22694662371,208850993749,BR,2025-11-10,2026-07-03,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-820l6-mq7qlzdbk3y900,http://shopee.com.br/product/329436183/22694662371,6.03,7.89,42.86,46.96,38.38,35.72,42.0
一套20只双面3D蝴蝶，可用于墙面装饰、卧室装饰、派对装饰、生日装饰、蛋糕装饰，色彩缤纷，美观精致，适合DIY。,23098924502,421308853518,BR,2025-09-23,2026-08-02,派对用品,背景幕布和横幅,,https://cf.shopee.com.br/file/br-11134207-820mg-mn4wpotrgg0044,http://shopee.com.br/product/445215136/23098924502,-20.9,2.77,4.4,5.87,6.14,3.33,12.64
【赠送贴纸】70厘米大号乳白色生日数字气球，附赠贴纸 - 生日派对装饰,21847235779,376219977197,VN,2022-09-19,2026-07-17,派对用品,气球,,https://cf.shopee.vn/file/ca04b5f3cc7fa5d94a67066790b877e6,http://shopee.vn/product/807475139/21847235779,-5.02,0.68,8.04,12.4,11.47,7.92,12.28
V2 为各种电商海报广告图片定制设计 **任何风格**,44181886157,159369650623,PH,2026-06-21,2026-07-28,其他,,,https://cf.shopee.ph/file/ph-11134207-820lg-mr7675fw1qfa80,http://shopee.ph/product/1786660399/44181886157,4.27,4.88,,1.33,6.82,0.17,15.57
1 x 2 Meter Rain Foil Curtain for Party Wall Decoration Backdrops Banners Hiasan Belon Tirai Hiasan Dinding 派对布置背景 背景设计,40132116718,311130195502,MY,2026-06-29,2026-06-29,派对用品,背景幕布和横幅,,https://cf.shopee.com.my/file/my-11134207-820l5-mq1kuqfrtwcr26,http://shopee.com.my/product/1063909647/40132116718,-1.63,0.48,,0.19,4.47,2.9,7.78
个性化饼干模具,23194800651,307743283886,BR,2026-01-25,2026-07-01,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-81ztc-mjwpsrv4s0zq79,http://shopee.com.br/product/513034298/23194800651,-4.55,4.94,1.88,1.93,2.54,1.5,2.57
梦幻蝴蝶花园管状贴花 | 个性化 | 派对 | 礼品 | 套装,23794247170,179729836059,BR,2025-07-24,2026-07-27,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-820m6-mr55tmhegfes77,http://shopee.com.br/product/257645136/23794247170,-19.38,2.4,4.65,4.7,3.04,0.83,3.0
派对金属帘，装饰帘，生日派对装饰帘，1米 x 2米，带流苏和装饰丝带，多种颜色可选,48913675073,401180829154,BR,2026-07-09,2026-07-09,派对用品,背景幕布和横幅,,https://cf.shopee.com.br/file/br-11134207-820lx-mqdgo7e8zwn5f8,http://shopee.com.br/product/911966033/48913675073,-23.91,1.38,,,4.59,0.58,17.57
50个装纸杯，180毫升，彩色格子图案，多种颜色可选，适用于派对和活动，冷热饮皆宜,58257287566,209623647924,BR,2026-03-20,2026-06-30,派对用品,一次性餐具,,https://cf.shopee.com.br/file/br-11134207-820lf-mq3j8w15cyrl35,http://shopee.com.br/product/1759830683/58257287566,-20.12,5.71,0.75,4.67,8.98,7.08,9.43
买一送一！880000W LED IP68太阳能灯。亮度极高，防水，天黑后自动亮起。,40104006671,351135439703,TH,2025-06-10,2026-06-30,灯具,太阳能灯,太阳能庭院灯,https://cf.shopee.co.th/file/th-11134207-81ztj-mq32ycv22akhb1,http://shopee.co.th/product/1376073833/40104006671,39.91,14.87,2.37,2.15,2.54,2.0,2.71
100/50气球套装，适用于派对、生日、装饰和拱门 - 7英寸,49213215421,336142976155,BR,2026-07-01,2026-07-01,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820ll-mq4x7lz6hx4ybc,http://shopee.com.br/product/369669985/49213215421,7.57,5.91,,0.04,14.74,17.5,18.96
V2 为各种电商海报广告图片定制设计 **任何风格**,44181886157,148028701249,PH,2026-06-21,2026-07-28,其他,,,https://cf.shopee.ph/file/ph-11134207-820lg-mr7675fw1qfa80,http://shopee.ph/product/1786660399/44181886157,3.93,4.88,,1.33,6.82,0.17,15.57
100个金属气球 #5，适用于派对装饰、生日、婚礼、活动、背景布置,58258533240,238809982947,BR,2026-04-10,2026-07-16,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820le-mqozth39mn7mf6,http://shopee.com.br/product/413391209/58258533240,4.8,5.52,14.46,18.67,18.46,17.58,17.86
1 x 2 Meter Rain Foil Curtain for Party Wall Decoration Backdrops Banners Hiasan Belon Tirai Hiasan Dinding 派对布置背景 背景设计,40132116718,267738443794,MY,2026-06-29,2026-06-29,派对用品,背景幕布和横幅,,https://cf.shopee.com.my/file/my-11134207-820l9-mq1l26vd2xot18,http://shopee.com.my/product/1063909647/40132116718,-5.12,0.57,,0.19,4.47,2.9,7.78
浅粉色和香槟色豪华气球套装，108 个 LL-1588。适用于主题派对和特殊庆典的多功能装饰。,58263771428,109874685201,BR,2026-07-07,2026-07-20,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820mb-mqw38hz2eepy14,http://shopee.com.br/product/1692493049/58263771428,11.08,7.61,,,4.89,5.67,10.86
中秋节灯笼有各种形状和设计（35-45 种不同款式），包括动物形状的纸灯笼、圆柱形纸灯笼、星形灯笼和动物形状的笼形灯笼。,21829691341,401237423118,VN,2022-07-31,2026-07-20,派对用品,其他的,,https://cf.shopee.vn/file/vn-11134207-820l4-mehvx1i63chy8f,http://shopee.vn/product/13443652/21829691341,-1.13,2.09,,0.04,3.28,5.14,8.14
父亲节蛋糕装饰 | 爸爸生日 | 与孩子们一起,58213731559,199192410206,BR,2026-07-05,2026-07-29,派对用品,背景幕布和横幅,,https://cf.shopee.com.br/file/br-11134207-820lb-mqai3emwqxhf56,http://shopee.com.br/product/1877829037/58213731559,-21.01,2.87,,,5.36,6.33,15.57
120毫升富士打火机油，方便补充,45363288469,431149290526,PH,2026-07-02,2026-07-02,其他,,,https://cf.shopee.ph/file/ph-11134207-820l5-mq6cx127gwlq0b,http://shopee.ph/product/50114206/45363288469,-4.7,2.91,,,3.04,,0.93
✔【🇹🇭现货🎁】LED水晶台灯，可调光，护眼，USB充电，婚礼和酒店的理想之选 8899 09,43451895880,396302202346,TH,2025-05-23,2026-07-31,灯具,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,https://cf.shopee.co.th/file/th-11134207-81zte-mrbd2t6xgzd10c,http://shopee.co.th/product/235896386/43451895880,6.06,5.97,0.73,1.74,2.06,1.97,3.19
